time,homeplayer,awayplayer,homescore,awayscore,set1homescore,set1awayscore,set2homescore,set2awayscore,set3homescore,set3awayscore,set4homescore,set4awayscore,set5homescore,set5awayscore,nset
18.05.2016,Hernandez-Fernandez J.,Lajovic D.,1,2,4,6,7,7,6,3,5,7,0,0,5
01.05.2016,Lajovic D.,Giraldo S.,0,2,4,6,3,6,0,0,0,0,0,0,3
28.04.2016,Lajovic D.,Karlovic I.,0,2,6,11,7,13,6,7,7,9,0,0,5
25.03.2016,Cilic M.,Lajovic D.,2,0,6,4,6,1,0,0,0,0,0,0,3
27.02.2016,Lajovic D.,Cuevas P.,0,2,3,6,4,6,0,0,0,0,0,0,3
26.02.2016,Lajovic D.,Elias G.,2,1,6,3,4,6,6,0,0,0,0,0,5
25.02.2016,Paire B.,Lajovic D.,1,2,0,6,6,4,3,6,0,0,0,0,5
12.02.2016,Lajovic D.,Thiem D.,0,2,4,6,2,6,0,0,0,0,0,0,3
10.02.2016,Isner J.,Lajovic D.,1,2,6,10,7,12,6,4,6,6,7,8,5
10.01.2016,Mahut N.,Lajovic D.,2,1,7,7,6,4,3,6,6,2,0,0,5
04.11.2015,Goffin D.,Lajovic D.,2,0,6,2,6,2,0,0,0,0,0,0,3
01.11.2015,Mathieu P-H.,Lajovic D.,0,2,3,6,3,6,0,0,0,0,0,0,3
29.10.2015,Lajovic D.,Karlovic I.,0,2,6,4,7,7,5,7,0,0,0,0,5
25.10.2015,Bemelmans R.,Lajovic D.,1,2,7,7,6,3,6,5,7,7,4,6,5
19.10.2015,Lajovic D.,Kamke T.,2,0,7,5,6,3,0,0,0,0,0,0,3
18.10.2015,Lajovic D.,Tursunov D.,2,0,6,3,6,4,0,0,0,0,0,0,3
03.10.2015,Delbonis F.,Lajovic D.,2,0,7,10,6,8,7,7,6,5,0,0,5
02.10.2015,Lajovic D.,Riba-Madrid P.,2,1,4,6,6,3,6,2,0,0,0,0,5
02.10.2015,Lajovic D.,Viola M.,2,0,6,2,6,0,0,0,0,0,0,0,3
25.09.2015,Lajovic D.,Ungur A.,1,2,4,6,6,2,3,6,0,0,0,0,5
24.09.2015,Lajovic D.,Apostol A. S.,0,0,3,0,0,0,0,0,0,0,0,0,3
21.09.2015,Hanescu V.,Lajovic D.,0,2,6,5,7,7,6,5,7,7,0,0,5
19.09.2015,Lajovic D.,Ungur A.,2,0,6,3,6,4,0,0,0,0,0,0,3
18.09.2015,Bellotti R.,Lajovic D.,0,2,3,6,3,6,0,0,0,0,0,0,3
16.09.2015,Munar J.,Lajovic D.,0,2,6,5,7,7,4,6,0,0,0,0,5
06.08.2015,Almagro N.,Lajovic D.,2,0,6,3,6,4,0,0,0,0,0,0,3
05.08.2015,Lajovic D.,Seppi A.,1,0,7,5,3,0,0,0,0,0,0,0,3
29.07.2015,Andujar P.,Lajovic D.,2,0,7,5,6,2,0,0,0,0,0,0,3
23.07.2015,Thiem D.,Lajovic D.,1,0,6,1,3,1,0,0,0,0,0,0,3
04.06.2015,Djere L.,Lajovic D.,2,1,4,6,6,4,6,2,0,0,0,0,5
03.06.2015,Hernych J.,Lajovic D.,0,2,4,6,2,6,0,0,0,0,0,0,3
27.05.2015,Wawrinka S.,Lajovic D.,3,1,6,3,6,4,5,7,6,3,0,0,5
30.04.2015,Dodig I.,Lajovic D.,2,1,5,7,7,7,6,1,6,4,0,0,5
22.04.2015,Lajovic D.,Rosol L.,1,2,6,4,4,6,3,6,0,0,0,0,5
26.02.2015,Karlovic I.,Lajovic D.,2,1,3,6,6,3,6,1,0,0,0,0,5
13.02.2015,Vanni L.,Lajovic D.,2,0,7,7,6,5,7,7,6,4,0,0,5
12.02.2015,Lajovic D.,Verdasco F.,2,1,6,6,7,8,6,3,6,4,0,0,5
06.02.2015,Lopez F.,Lajovic D.,2,1,4,6,7,5,6,1,0,0,0,0,5
23.10.2014,Lajovic D.,Andujar P.,0,2,3,6,2,6,0,0,0,0,0,0,3
08.10.2014,Lajovic D.,Pouille L.,2,1,7,13,6,11,5,7,6,4,0,0,5
14.09.2014,Devvarman S.,Lajovic D.,3,2,1,6,6,4,4,6,6,3,6,2,5
18.07.2014,Mayer L.,Lajovic D.,2,0,6,1,7,5,0,0,0,0,0,0,3
17.07.2014,Lajovic D.,Krajinovic F.,0,0,3,1,0,0,0,0,0,0,0,0,3
16.07.2014,Berlocq C.,Lajovic D.,0,2,3,6,4,6,0,0,0,0,0,0,3
11.07.2014,Lajovic D.,Sousa J.,0,2,4,6,4,6,0,0,0,0,0,0,3
09.07.2014,Janowicz J.,Lajovic D.,0,1,3,6,1,1,0,0,0,0,0,0,3
26.06.2014,Kubot L.,Lajovic D.,3,1,6,4,7,7,7,7,6,4,6,3,5
31.05.2014,Sock J.,Lajovic D.,0,3,4,6,5,7,3,6,0,0,0,0,5
29.05.2014,Lajovic D.,Zopp J.,3,0,6,2,6,4,6,4,0,0,0,0,5
24.03.2014,Dolgopolov A.,Lajovic D.,2,1,3,6,6,0,7,7,6,5,0,0,5
18.03.2014,Lajovic D.,Lacko L.,0,2,3,6,2,6,0,0,0,0,0,0,3
05.03.2014,Lajovic D.,Bemelmans R.,2,0,6,2,6,4,0,0,0,0,0,0,3
24.02.2014,Lajovic D.,Elias G.,0,2,6,5,7,7,3,6,0,0,0,0,5
19.02.2014,Robredo T.,Lajovic D.,2,0,6,2,6,1,0,0,0,0,0,0,3
16.02.2014,Lajovic D.,Dutra Da Silva R.,2,1,6,4,6,5,7,7,6,1,0,0,5
02.02.2014,Lajovic D.,Lammer M.,2,1,6,3,3,6,6,4,0,0,0,0,5
16.01.2014,Lajovic D.,Nishikori K.,0,3,1,6,1,6,6,3,7,7,0,0,5
11.01.2014,Lajovic D.,Yang T-H.,2,0,6,0,6,3,0,0,0,0,0,0,3
10.01.2014,Lajovic D.,Androic T.,2,0,7,7,6,5,6,4,0,0,0,0,5
29.12.2013,Lajovic D.,Gombos N.,1,2,6,2,1,6,4,6,0,0,0,0,5
17.11.2013,Lajovic D.,Stepanek R.,0,3,3,6,1,6,1,6,0,0,0,0,5
03.11.2013,Lajovic D.,Reister J.,-,-,0,0,0,0,0,0,0,0,0,0,3
02.11.2013,Lajovic D.,Sugita Y.,2,0,7,5,6,2,0,0,0,0,0,0,3
01.11.2013,Wu D.,Lajovic D.,1,2,2,6,6,4,2,6,0,0,0,0,5
30.10.2013,Daniel T.,Lajovic D.,0,2,2,6,4,6,0,0,0,0,0,0,3
25.10.2013,Golubev A.,Lajovic D.,2,1,2,6,6,1,7,8,6,6,0,0,5
23.10.2013,Ilhan M.,Lajovic D.,1,2,2,6,6,2,4,6,0,0,0,0,5
13.10.2013,Lajovic D.,Baluda V.,1,2,6,2,6,2,7,7,3,6,0,0,5
28.09.2013,Lajovic D.,Cecchinato M.,0,2,4,6,3,6,0,0,0,0,0,0,3
27.09.2013,Volandri F.,Lajovic D.,0,1,4,6,0,4,0,0,0,0,0,0,3
26.09.2013,Androic T.,Lajovic D.,0,2,4,6,5,7,0,0,0,0,0,0,3
19.09.2013,Lajovic D.,Gombos N.,0,2,3,6,1,6,0,0,0,0,0,0,3
07.09.2013,Haider-Maurer A.,Lajovic D.,2,0,6,4,7,8,6,6,0,0,0,0,5
06.09.2013,Lajovic D.,Nedovyesov A.,2,0,6,3,6,4,0,0,0,0,0,0,3
05.09.2013,Lajovic D.,Golding O.,2,0,6,1,6,2,0,0,0,0,0,0,3
28.08.2013,Giustino L.,Lajovic D.,2,1,4,6,7,7,6,5,7,5,0,0,5
07.08.2013,Lajovic D.,Vesely J.,1,2,5,7,6,4,5,7,0,0,0,0,5
22.07.2013,Lajovic D.,Mesaros K.,2,1,4,6,6,0,7,7,6,4,0,0,5
21.07.2013,Lajovic D.,Petrovic D.,2,1,6,4,4,6,6,4,0,0,0,0,5
11.07.2013,Giannessi A.,Lajovic D.,2,0,7,7,6,3,7,5,0,0,0,0,5
03.07.2013,Phau B.,Lajovic D.,2,1,7,7,6,5,3,6,6,4,0,0,5
16.06.2013,Lajovic D.,Reister J.,1,2,1,6,7,7,6,3,6,2,7,7,5
15.06.2013,Gicquel M.,Lajovic D.,0,2,4,6,3,6,0,0,0,0,0,0,3
14.06.2013,Lajovic D.,Desein N.,2,0,6,3,6,4,0,0,0,0,0,0,3
09.06.2013,Lajovic D.,Haase R.,2,0,7,7,6,4,6,3,0,0,0,0,5
08.06.2013,Lajovic D.,Devvarman S.,2,0,6,1,6,3,0,0,0,0,0,0,3
07.06.2013,Meffert D.,Lajovic D.,0,2,3,6,4,6,0,0,0,0,0,0,3
06.06.2013,Lajovic D.,Olivo R.,2,0,6,0,6,2,0,0,0,0,0,0,3
24.05.2013,Lajovic D.,Duckworth J.,0,2,1,6,4,6,0,0,0,0,0,0,3
22.05.2013,Ebden M.,Lajovic D.,0,2,3,6,1,6,0,0,0,0,0,0,3
09.05.2013,Volandri F.,Lajovic D.,2,0,6,3,7,10,6,8,0,0,0,0,5
08.05.2013,Starace P.,Lajovic D.,0,2,3,6,2,6,0,0,0,0,0,0,3
03.05.2013,Volandri F.,Lajovic D.,2,0,6,4,6,3,0,0,0,0,0,0,3
01.05.2013,Vagnozzi S.,Lajovic D.,0,2,1,6,3,6,0,0,0,0,0,0,3
20.04.2013,Reister J.,Lajovic D.,2,0,6,2,7,5,0,0,0,0,0,0,3
19.04.2013,Haider-Maurer A.,Lajovic D.,0,2,2,6,3,6,0,0,0,0,0,0,3
18.04.2013,Starace P.,Lajovic D.,1,2,4,6,6,1,5,7,0,0,0,0,5
11.04.2013,Lajovic D.,Vesely J.,1,2,2,6,6,3,4,6,0,0,0,0,5
13.03.2013,Lajovic D.,Korolev E.,0,2,5,7,3,6,0,0,0,0,0,0,3
25.02.2013,Petzschner P.,Lajovic D.,0,1,4,6,0,0,0,0,0,0,0,0,3
18.02.2013,Clezar G.,Lajovic D.,0,2,1,6,3,6,0,0,0,0,0,0,3
17.02.2013,Molteni A.,Lajovic D.,0,2,4,6,6,1,7,7,0,0,0,0,5
04.02.2013,Elias G.,Lajovic D.,0,2,3,6,6,7,7,9,0,0,0,0,5
03.02.2013,Marti J.,Lajovic D.,1,2,6,3,7,7,7,5,5,7,0,0,5
11.01.2013,Mertl J.,Lajovic D.,2,1,6,1,6,5,7,7,6,4,0,0,5
30.12.2012,Ouanna J.,Lajovic D.,2,1,6,1,5,7,6,4,0,0,0,0,5
07.11.2012,Karlovic I.,Lajovic D.,2,0,7,7,6,3,6,2,0,0,0,0,5
14.10.2012,Przysiezny M.,Lajovic D.,2,0,6,4,6,3,0,0,0,0,0,0,3
12.10.2012,Lajovic D.,Mertl J.,0,2,4,6,4,6,0,0,0,0,0,0,3
10.10.2012,Tursunov D.,Lajovic D.,1,2,4,6,7,7,6,5,1,6,0,0,5
30.09.2012,Stakhovsky S.,Lajovic D.,2,1,4,6,7,5,6,0,0,0,0,0,5
12.09.2012,Lajovic D.,Sergeyev I.,1,2,7,7,6,2,2,6,5,7,0,0,5
23.08.2012,Lajovic D.,Ghedin R.,1,2,6,4,7,7,7,5,3,6,0,0,5
16.08.2012,Zhyrmont D.,Lajovic D.,2,0,6,3,6,2,0,0,0,0,0,0,3
15.08.2012,Melzer G.,Lajovic D.,0,2,5,7,3,6,0,0,0,0,0,0,3
11.08.2012,Lajovic D.,Dustov F.,2,0,6,3,6,2,0,0,0,0,0,0,3
10.08.2012,Nedovyesov A.,Lajovic D.,0,2,3,6,4,6,0,0,0,0,0,0,3
09.08.2012,Lajovic D.,Sergeyev I.,2,1,6,4,2,6,6,4,0,0,0,0,5
08.08.2012,Lajovic D.,Sikora A.,2,0,7,7,6,2,6,4,0,0,0,0,5
28.07.2012,Lajovic D.,Viola M.,2,1,6,3,4,6,6,3,0,0,0,0,5
27.07.2012,Lajovic D.,Gutierrez-Ferrol S.,2,0,6,4,6,2,0,0,0,0,0,0,3
25.07.2012,Cecchinato M.,Lajovic D.,0,2,5,7,1,6,0,0,0,0,0,0,3
09.07.2012,Lajovic D.,Fraile G.,1,2,6,4,4,6,4,6,0,0,0,0,5
08.07.2012,Lajovic D.,Galovic V.,2,0,7,7,6,3,7,7,6,5,0,0,5
02.05.2012,Souza J.,Lajovic D.,0,0,4,2,0,0,0,0,0,0,0,0,3
27.04.2012,Schoorel T.,Lajovic D.,2,1,6,2,7,7,6,2,7,5,0,0,5
26.04.2012,Lajovic D.,Bellotti R.,2,0,6,1,6,3,0,0,0,0,0,0,3
20.04.2012,Greul S.,Lajovic D.,0,1,3,6,0,1,0,0,0,0,0,0,3
19.04.2012,Lajovic D.,Marti J.,2,0,6,1,6,1,0,0,0,0,0,0,3
13.04.2012,Lajovic D.,Marti J.,0,2,4,6,3,6,0,0,0,0,0,0,3
11.04.2012,Lajovic D.,Cervenak P.,2,0,6,0,6,2,0,0,0,0,0,0,3
21.03.2012,Baker J.,Lajovic D.,2,1,4,6,7,5,6,2,0,0,0,0,5
16.03.2012,Kudryavtsev A.,Lajovic D.,2,1,1,6,6,3,6,1,0,0,0,0,5
14.03.2012,Basic M.,Lajovic D.,0,2,1,6,4,6,0,0,0,0,0,0,3
22.02.2012,Delic A.,Lajovic D.,2,0,6,2,6,4,0,0,0,0,0,0,3
16.02.2012,Lajovic D.,Authom M.,1,2,6,3,3,6,2,6,0,0,0,0,5
30.01.2012,Viola M.,Lajovic D.,2,0,6,4,6,2,0,0,0,0,0,0,3
29.01.2012,Becker B.,Lajovic D.,0,2,5,7,3,6,0,0,0,0,0,0,3
01.01.2012,Roger-Vasselin E.,Lajovic D.,2,0,7,7,6,1,6,2,0,0,0,0,5
28.10.2011,Bogomolov A. Jr,Lajovic D.,2,0,6,2,6,1,0,0,0,0,0,0,3
27.10.2011,Lajovic D.,Sela D.,2,1,2,6,6,2,6,1,0,0,0,0,5
24.10.2011,Lajovic D.,Bury A.,2,0,6,4,6,3,0,0,0,0,0,0,3
23.10.2011,Ilhan M.,Lajovic D.,0,2,4,6,3,6,0,0,0,0,0,0,3
17.10.2011,Istomin D.,Lajovic D.,1,2,2,6,6,3,5,7,0,0,0,0,5
16.10.2011,Molchanov D.,Lajovic D.,0,2,1,6,6,8,7,10,0,0,0,0,5
16.09.2011,Lajovic D.,Lorenzi P.,0,2,3,6,6,5,7,7,0,0,0,0,5
15.09.2011,Lajovic D.,Arguello F.,2,1,6,3,3,6,7,7,6,0,0,0,5
18.08.2011,Lajovic D.,Istomin D.,0,2,3,6,0,6,0,0,0,0,0,0,3
17.08.2011,Yang T-H.,Lajovic D.,0,2,2,6,2,6,0,0,0,0,0,0,3
25.07.2011,Rath M.,Lajovic D.,0,2,2,6,5,7,0,0,0,0,0,0,3
24.07.2011,Androic T.,Lajovic D.,1,2,3,6,7,7,6,3,5,7,0,0,5
31.01.2011,Bedene A.,Lajovic D.,0,2,6,7,1,6,0,0,0,0,0,0,3
30.01.2011,Mijacevic M.,Lajovic D.,0,2,2,6,2,6,0,0,0,0,0,0,3
11.01.2023,Brooksby J.,Schwartzman D.,1,0,6,1,0,0,0,0,0,0,0,0,3
29.09.2022,Brooksby J.,Kwon S.,2,0,6,3,6,4,0,0,0,0,0,0,3
24.09.2022,O'Connell C.,Brooksby J.,2,1,6,4,4,6,7,5,0,0,0,0,5
02.07.2022,Garin C.,Brooksby J.,3,1,6,2,6,3,1,6,6,4,0,0,5
09.06.2022,Brooksby J.,Gaston H.,1,2,6,3,3,6,5,7,0,0,0,0,5
11.05.2022,Goffin D.,Brooksby J.,0,2,0,6,6,1,7,7,0,0,0,0,5
26.03.2022,Basilashvili N.,Brooksby J.,0,2,3,6,1,6,0,0,0,0,0,0,3
13.03.2022,Khachanov K.,Brooksby J.,0,2,0,6,3,6,0,0,0,0,0,0,3
13.02.2022,Brooksby J.,Opelka R.,0,2,6,5,7,7,6,3,7,7,0,0,5
11.02.2022,Brooksby J.,Thompson J.,2,0,6,3,6,0,0,0,0,0,0,0,3
28.01.2022,Brooksby J.,Escobedo E.,2,1,6,4,1,6,6,1,0,0,0,0,5
27.01.2022,Brooksby J.,Istomin D.,2,0,7,5,6,1,0,0,0,0,0,0,3
18.10.2021,Brooksby J.,Gombos N.,2,0,6,4,6,2,0,0,0,0,0,0,3
11.10.2021,Brooksby J.,Zverev A.,1,2,4,6,6,3,1,6,0,0,0,0,5
04.09.2021,Karatsev A.,Brooksby J.,2,3,2,6,6,3,6,2,3,6,3,6,5
06.08.2021,Millman J.,Brooksby J.,0,2,1,6,2,6,0,0,0,0,0,0,3
04.08.2021,Tiafoe F.,Brooksby J.,0,2,6,4,7,7,5,7,0,0,0,0,5
31.07.2021,Brooksby J.,Kokkinakis T.,1,2,4,6,6,2,4,6,0,0,0,0,5
28.07.2021,Brooksby J.,Blanch U.,0,1,6,6,7,8,6,5,0,0,0,0,5
18.07.2021,Anderson K.,Brooksby J.,2,0,7,10,6,8,6,4,0,0,0,0,5
17.07.2021,Brooksby J.,Thompson J.,2,0,6,3,7,7,6,3,0,0,0,0,5
16.07.2021,Brooksby J.,Gojowczyk P.,2,0,6,0,6,3,0,0,0,0,0,0,3
14.07.2021,Kudla D.,Brooksby J.,1,2,3,6,6,4,5,7,0,0,0,0,5
11.06.2021,Brooksby J.,Mejia N.,-,-,0,0,0,0,0,0,0,0,0,0,3
28.05.2021,Furness E.,Brooksby J.,1,2,7,7,6,5,6,2,7,7,4,6,5
25.04.2021,Brooksby J.,Fratangelo B.,2,1,6,3,4,6,6,3,0,0,0,0,5
24.04.2021,Brooksby J.,Mena F.,2,1,6,3,4,6,6,4,0,0,0,0,5
23.04.2021,Brooksby J.,Mmoh M.,1,1,1,6,6,1,4,1,0,0,0,0,5
21.04.2021,Seyboth Wild T.,Brooksby J.,0,2,6,6,7,8,4,6,0,0,0,0,5
18.04.2021,Kudla D.,Brooksby J.,0,2,3,6,3,6,0,0,0,0,0,0,3
17.04.2021,Harrison C.,Brooksby J.,0,2,5,7,1,6,0,0,0,0,0,0,3
16.04.2021,Brooksby J.,Khan Z.,2,0,6,4,6,3,0,0,0,0,0,0,3
14.04.2021,Brooksby J.,Celikbilek A.,2,0,6,3,6,1,0,0,0,0,0,0,3
23.03.2021,Brooksby J.,Fabbiano T.,1,2,7,5,2,6,5,7,0,0,0,0,5
20.03.2021,Brooksby J.,Fratangelo B.,0,2,5,7,4,6,0,0,0,0,0,0,3
19.03.2021,Brooksby J.,Gomez E.,2,1,2,6,7,5,6,4,0,0,0,0,5
18.03.2021,Redlicki Mi.,Brooksby J.,0,2,6,5,7,7,4,6,0,0,0,0,5
17.03.2021,Brooksby J.,Schnur B.,2,0,6,2,7,7,6,5,0,0,0,0,5
21.02.2021,Gabashvili T.,Brooksby J.,1,2,6,2,3,6,0,6,0,0,0,0,5
20.02.2021,Miedler L.,Brooksby J.,0,2,5,7,2,6,0,0,0,0,0,0,3
19.02.2021,Ilkel C.,Brooksby J.,0,2,1,6,4,6,0,0,0,0,0,0,3
06.02.2021,Elias G.,Brooksby J.,2,0,6,0,6,2,0,0,0,0,0,0,3
04.02.2021,Brooksby J.,Cervantes I.,2,0,6,2,6,4,0,0,0,0,0,0,3
29.08.2019,Brooksby J.,Basilashvili N.,1,3,6,3,6,3,7,7,5,7,2,6,5
23.08.2019,Martinez P.,Brooksby J.,1,2,3,6,7,7,6,4,3,6,0,0,5
21.08.2019,Brooksby J.,Sugita Y.,2,0,7,7,6,4,7,7,6,3,0,0,5
04.08.2019,Brooksby J.,Rodriguez Taverna S.,2,0,6,1,6,4,0,0,0,0,0,0,3
03.08.2019,Habib H.,Brooksby J.,0,2,3,6,2,6,0,0,0,0,0,0,3
02.08.2019,Brooksby J.,Geller A.,2,0,6,2,6,3,0,0,0,0,0,0,3
01.08.2019,Brooksby J.,Perez A.,2,0,6,2,7,7,6,2,0,0,0,0,5
28.07.2019,Crawford O.,Brooksby J.,0,2,2,6,1,6,0,0,0,0,0,0,3
27.07.2019,Brooksby J.,Kovacevic A.,2,0,6,4,6,3,0,0,0,0,0,0,3
26.07.2019,Mayo K.,Brooksby J.,0,2,4,6,1,6,0,0,0,0,0,0,3
25.07.2019,Nanda G.,Brooksby J.,1,2,6,4,5,7,2,6,0,0,0,0,5
18.04.2019,Polansky P.,Brooksby J.,2,1,6,2,3,6,7,8,6,6,0,0,5
17.04.2019,Brooksby J.,Polmans M.,2,0,6,3,6,0,0,0,0,0,0,0,3
22.03.2019,Brooksby J.,Ritschard A.,0,2,4,6,6,5,7,7,0,0,0,0,5
17.03.2019,Brooksby J.,Vukic A.,2,0,6,3,6,1,0,0,0,0,0,0,3
17.03.2019,Brooksby J.,Bangoura S.,2,0,6,2,6,4,0,0,0,0,0,0,3
15.03.2019,Brooksby J.,Kirchheimer S.,2,0,6,2,6,3,0,0,0,0,0,0,3
14.03.2019,Ritschard A.,Brooksby J.,1,2,7,7,6,2,5,7,6,5,7,7,5
15.02.2019,Lama G.,Brooksby J.,2,1,5,7,6,4,6,4,0,0,0,0,5
08.02.2019,Craig H.,Brooksby J.,2,1,6,6,7,8,6,3,6,1,0,0,5
07.02.2019,Brooksby J.,Yamasaki J.,2,0,6,2,6,1,0,0,0,0,0,0,3
10.01.2019,Brooksby J.,Glasspool L.,0,2,3,6,2,6,0,0,0,0,0,0,3
05.01.2019,Brooksby J.,Holt B.,1,2,7,7,6,3,1,6,4,6,0,0,5
04.01.2019,Popko D.,Brooksby J.,0,2,3,6,0,6,0,0,0,0,0,0,3
29.11.2018,Brooksby J.,Chappell N.,2,0,6,2,6,4,0,0,0,0,0,0,3
28.11.2018,Redlicki Mi.,Brooksby J.,1,2,7,7,6,4,2,6,4,6,0,0,5
06.09.2018,Brooksby J.,Von der Schulenburg H.,2,0,7,5,6,2,0,0,0,0,0,0,3
04.09.2018,Forejtek J.,Brooksby J.,0,2,1,6,2,6,0,0,0,0,0,0,3
02.08.2018,Brooksby J.,Bass F.,0,2,4,6,4,6,0,0,0,0,0,0,3
14.06.2018,Kalovelonis M.,Brooksby J.,2,0,6,4,6,4,0,0,0,0,0,0,3
21.09.2017,Garanganga T.,Brooksby J.,2,0,6,3,7,5,0,0,0,0,0,0,3
15.09.2017,Redlicki Ma.,Brooksby J.,2,0,7,7,6,3,6,3,0,0,0,0,5
14.09.2017,Brooksby J.,Lock B.,2,0,6,4,6,3,0,0,0,0,0,0,3
24.03.2023,Kecmanovic M.,Humbert U.,2,1,6,4,6,5,7,7,7,7,6,3,5
11.03.2023,Humbert U.,Shapovalov D.,2,0,7,5,6,4,0,0,0,0,0,0,3
05.03.2023,van Assche L.,Humbert U.,2,1,7,7,6,5,4,6,7,8,6,6,5
04.03.2023,Uchida K.,Humbert U.,0,2,1,6,2,6,0,0,0,0,0,0,3
03.03.2023,Bellier A.,Humbert U.,0,2,1,6,4,6,0,0,0,0,0,0,3
02.03.2023,Bourgue M.,Humbert U.,0,2,4,6,4,6,0,0,0,0,0,0,3
04.02.2023,Marozsan F.,Humbert U.,0,2,3,6,3,6,0,0,0,0,0,0,3
19.01.2023,Kudla D.,Humbert U.,1,3,2,6,7,7,6,5,2,6,4,6,5
23.10.2022,Karatsev A.,Humbert U.,1,2,6,4,6,1,7,7,1,6,0,0,5
15.10.2022,Arnaldi M.,Humbert U.,2,0,6,4,6,3,0,0,0,0,0,0,3
14.10.2022,Humbert U.,Royer V.,2,0,6,0,6,2,0,0,0,0,0,0,3
13.10.2022,Humbert U.,Travaglia S.,2,1,6,4,5,7,6,3,0,0,0,0,5
26.09.2022,Humbert U.,Jianu F. C.,2,0,6,3,7,7,6,3,0,0,0,0,5
18.09.2022,Thiem D.,Humbert U.,0,2,3,6,0,6,0,0,0,0,0,0,3
17.09.2022,Humbert U.,Gojowczyk P.,2,0,6,3,6,4,0,0,0,0,0,0,3
16.09.2022,Brouwer G.,Humbert U.,0,2,1,6,6,5,7,7,0,0,0,0,5
14.09.2022,Bellier A.,Humbert U.,0,2,4,6,1,6,0,0,0,0,0,0,3
26.08.2022,Moriya H.,Humbert U.,2,1,7,7,6,4,4,6,7,5,0,0,5
25.08.2022,Habib H.,Humbert U.,0,2,3,6,3,6,0,0,0,0,0,0,3
30.07.2022,Humbert U.,Grenier H.,1,2,7,7,6,5,5,7,2,6,0,0,5
29.07.2022,Borges N.,Humbert U.,0,2,6,6,7,8,4,6,0,0,0,0,5
28.07.2022,Masur D.,Humbert U.,0,2,3,6,3,6,0,0,0,0,0,0,3
22.07.2022,Humbert U.,Nava E.,2,0,6,2,6,4,0,0,0,0,0,0,3
20.07.2022,Humbert U.,Jubb P.,2,1,7,5,2,6,7,7,6,4,0,0,5
01.07.2022,Humbert U.,Goffin D.,1,3,6,4,5,7,2,6,5,7,0,0,5
17.05.2022,Humbert U.,De Minaur A.,1,2,6,1,3,6,2,6,0,0,0,0,5
01.05.2022,Humbert U.,Kwon S.,0,2,6,4,7,7,3,6,0,0,0,0,5
20.04.2022,De Minaur A.,Humbert U.,2,1,6,3,4,6,6,3,0,0,0,0,5
26.03.2022,Karatsev A.,Humbert U.,2,0,7,5,6,2,0,0,0,0,0,0,3
11.08.2021,Humbert U.,Tsitsipas S.,1,2,3,6,7,15,6,13,1,6,0,0,5
23.06.2021,Humbert U.,Querrey S.,-,-,0,0,0,0,0,0,0,0,0,0,3
10.06.2021,Humbert U.,Hanfmann Y.,2,0,7,11,6,9,6,2,0,0,0,0,5
29.03.2021,Humbert U.,Raonic M.,0,2,4,6,5,7,0,0,0,0,0,0,3
13.03.2021,Humbert U.,Herbert P.H.,0,2,3,6,2,6,0,0,0,0,0,0,3
12.03.2021,Rinderknech A.,Humbert U.,1,2,6,4,5,7,6,4,7,7,0,0,5
06.11.2020,Raonic M.,Humbert U.,2,1,6,3,3,6,7,9,6,7,0,0,5
03.11.2020,Humbert U.,Tsitsipas S.,2,1,7,7,6,4,6,6,7,8,7,7,5
23.10.2020,Harris L.,Humbert U.,0,2,3,6,6,2,7,7,0,0,0,0,5
21.10.2020,Humbert U.,Carreno-Busta P.,2,1,5,7,6,3,6,4,0,0,0,0,5
24.09.2020,Humbert U.,Vesely J.,2,0,6,4,6,3,0,0,0,0,0,0,3
17.09.2020,Fognini F.,Humbert U.,0,2,5,7,6,4,7,7,0,0,0,0,5
15.07.2020,Humbert U.,Bourgue M.,2,0,6,4,7,7,6,5,0,0,0,0,5
18.01.2020,Paire B.,Humbert U.,1,2,6,2,7,7,6,3,6,5,7,7,5
15.01.2020,Cecchinato M.,Humbert U.,0,2,1,6,4,6,0,0,0,0,0,0,3
09.01.2020,Humbert U.,Kudla D.,0,2,6,4,7,7,3,6,0,0,0,0,5
27.10.2019,Humbert U.,Donskoy E.,2,0,6,2,6,3,0,0,0,0,0,0,3
26.10.2019,Humbert U.,Gombos N.,2,0,6,4,7,8,6,6,0,0,0,0,5
25.10.2019,Humbert U.,Hoang A.,2,1,6,4,4,6,7,5,0,0,0,0,5
24.10.2019,Humbert U.,Karlovskiy E.,2,0,7,7,6,2,6,4,0,0,0,0,5
18.10.2019,Pella G.,Humbert U.,1,2,7,5,4,6,4,6,0,0,0,0,5
17.10.2019,Humbert U.,Goffin D.,2,0,6,3,6,1,0,0,0,0,0,0,3
10.10.2019,Humbert U.,Vesely J.,0,2,4,6,6,8,7,10,0,0,0,0,5
15.09.2019,Humbert U.,Istomin D.,2,0,6,2,6,2,0,0,0,0,0,0,3
14.09.2019,Humbert U.,Kavcic B.,2,0,6,2,6,1,0,0,0,0,0,0,3
13.09.2019,Humbert U.,Bemelmans R.,2,1,6,3,7,7,7,5,6,2,0,0,5
12.09.2019,Humbert U.,Grenier H.,2,0,6,2,6,4,0,0,0,0,0,0,3
21.08.2019,Paire B.,Humbert U.,2,1,3,6,7,7,6,2,6,3,0,0,5
03.07.2019,Granollers M.,Humbert U.,0,3,4,6,6,3,7,7,5,7,0,0,5
