time,homeplayer,awayplayer,homescore,awayscore,set1homescore,set1awayscore,set2homescore,set2awayscore,set3homescore,set3awayscore,set4homescore,set4awayscore,set5homescore,set5awayscore,nset
29.10.2017,Coric B.,Donskoy E.,2,0,6,2,6,3,0,0,0,0,0,0,3
26.10.2017,Coric B.,Cilic M.,1,2,3,6,6,3,3,6,0,0,0,0,5
01.10.2017,Coric B.,Granollers M.,0,2,3,6,4,6,0,0,0,0,0,0,3
01.09.2017,Anderson K.,Coric B.,3,0,6,4,6,3,6,2,0,0,0,0,5
25.08.2017,Coric B.,Struff J-L.,0,2,4,6,6,2,7,7,0,0,0,0,5
24.08.2017,Isner J.,Coric B.,0,2,5,7,2,6,0,0,0,0,0,0,3
10.08.2017,Nadal R.,Coric B.,2,0,6,1,6,2,0,0,0,0,0,0,3
31.05.2017,Coric B.,Johnson S.,1,3,2,6,6,8,7,10,6,3,6,6,5
12.05.2017,Coric B.,Thiem D.,0,2,1,6,4,6,0,0,0,0,0,0,3
11.05.2017,Murray A.,Coric B.,0,2,3,6,3,6,0,0,0,0,0,0,3
10.05.2017,Coric B.,Herbert P.H.,2,0,7,5,6,4,0,0,0,0,0,0,3
07.05.2017,Coric B.,Kukushkin M.,0,2,6,2,7,7,3,6,0,0,0,0,5
16.04.2017,Kohlschreiber P.,Coric B.,1,2,7,5,6,3,7,7,5,7,0,0,5
15.04.2017,Vesely J.,Coric B.,0,2,4,6,4,6,0,0,0,0,0,0,3
14.04.2017,Coric B.,Ramos A.,2,1,4,6,6,4,6,4,0,0,0,0,5
12.04.2017,Coric B.,El Amrani R.,2,1,6,2,3,6,7,7,6,5,0,0,5
27.03.2017,Mannarino A.,Coric B.,2,1,6,4,2,6,7,7,6,3,0,0,5
25.03.2017,Coric B.,Thiem D.,2,0,6,1,7,5,0,0,0,0,0,0,3
16.03.2017,Brown D.,Coric B.,2,1,4,6,6,4,6,4,0,0,0,0,5
02.03.2017,Coric B.,Cilic M.,1,2,3,6,6,2,3,6,0,0,0,0,5
23.02.2017,Raonic M.,Coric B.,2,0,6,3,7,7,6,2,0,0,0,0,5
16.02.2017,Cilic M.,Coric B.,2,1,6,1,2,6,6,4,0,0,0,0,5
12.01.2017,Tsonga J-W.,Coric B.,2,0,6,3,7,7,6,2,0,0,0,0,5
19.08.2016,Cilic M.,Coric B.,1,0,6,2,0,0,0,0,0,0,0,0,3
18.08.2016,Kyrgios N.,Coric B.,1,2,6,2,7,7,6,4,6,6,7,8,5
26.07.2016,Coric B.,Berdych T.,1,2,6,4,1,6,4,6,0,0,0,0,5
22.07.2016,Coric B.,Monfils G.,0,2,2,6,3,6,0,0,0,0,0,0,3
17.07.2016,Sock J.,Coric B.,1,3,4,6,6,3,3,6,4,6,0,0,5
28.05.2016,Coric B.,Bautista R.,0,3,2,6,3,6,3,6,0,0,0,0,5
26.05.2016,Tomic B.,Coric B.,1,3,6,3,2,6,6,4,7,7,6,6,5
04.05.2016,Djokovic N.,Coric B.,2,0,6,2,6,4,0,0,0,0,0,0,3
29.04.2016,Coric B.,Kyrgios N.,0,2,4,6,4,6,0,0,0,0,0,0,3
27.04.2016,Coric B.,Dutra Da Silva R.,2,1,6,3,4,6,6,1,0,0,0,0,5
10.04.2016,Coric B.,Delbonis F.,0,2,2,6,4,6,0,0,0,0,0,0,3
09.04.2016,Vesely J.,Coric B.,0,2,6,5,7,7,6,5,7,7,0,0,5
08.04.2016,Coric B.,Mathieu P-H.,2,1,6,6,7,8,6,3,6,4,0,0,5
15.03.2016,Berdych T.,Coric B.,2,0,6,1,7,7,6,3,0,0,0,0,5
13.03.2016,Coric B.,Bellucci T.,2,0,6,2,6,2,0,0,0,0,0,0,3
06.03.2016,Coppejans K.,Coric B.,0,3,6,5,7,7,2,6,2,6,0,0,5
24.02.2016,Kohlschreiber P.,Coric B.,2,0,6,2,7,7,6,5,0,0,0,0,5
10.02.2016,Monfils G.,Coric B.,2,1,6,3,5,7,6,2,0,0,0,0,5
10.01.2016,Wawrinka S.,Coric B.,2,0,6,3,7,5,0,0,0,0,0,0,3
09.01.2016,Coric B.,Bedene A.,2,1,7,7,6,5,6,5,7,7,6,3,5
08.01.2016,Coric B.,Bautista R.,2,1,3,6,6,4,7,7,6,1,0,0,5
06.01.2016,Coric B.,Krajicek A.,2,0,6,2,7,5,0,0,0,0,0,0,3
04.11.2015,Coric B.,Murray A.,0,2,1,6,2,6,0,0,0,0,0,0,3
13.10.2015,Cilic M.,Coric B.,2,0,6,1,6,2,0,0,0,0,0,0,3
20.09.2015,Bellucci T.,Coric B.,1,2,2,6,6,4,6,4,7,7,0,4,5
14.09.2015,Coric B.,Dutra Da Silva R.,2,0,6,4,6,1,0,0,0,0,0,0,3
13.09.2015,Coric B.,Londero J. I.,2,0,6,3,6,2,0,0,0,0,0,0,3
12.09.2015,Coric B.,Gonzalez M.,1,1,0,6,6,4,3,3,0,0,0,0,5
11.09.2015,Coric B.,Gomez J. S.,2,0,7,8,6,6,7,5,0,0,0,0,5
28.08.2015,Coric B.,Anderson K.,0,2,2,6,6,1,7,7,0,0,0,0,5
26.08.2015,Coric B.,Schwartzman D.,2,0,6,2,6,1,0,0,0,0,0,0,3
19.08.2015,Coric B.,Wawrinka S.,1,2,6,3,6,3,7,7,3,6,0,0,5
24.07.2015,Coric B.,Bautista R.,0,2,3,6,3,6,0,0,0,0,0,0,3
23.07.2015,Coric B.,Bedene A.,2,0,6,4,6,4,0,0,0,0,0,0,3
02.07.2015,Seppi A.,Coric B.,3,2,4,6,6,4,6,3,7,7,6,1,5
17.06.2015,Berdych T.,Coric B.,2,0,6,3,6,2,0,0,0,0,0,0,3
30.05.2015,Sock J.,Coric B.,3,0,6,2,6,1,6,4,0,0,0,0,5
28.05.2015,Coric B.,Robredo T.,3,2,7,5,3,6,6,2,4,6,6,4,5
22.05.2015,Coric B.,Mayer L.,0,2,4,6,3,6,0,0,0,0,0,0,3
21.05.2015,Duckworth J.,Coric B.,0,2,3,6,6,3,7,7,0,0,0,0,5
20.05.2015,Coric B.,Mina G.,2,0,7,7,6,4,6,3,0,0,0,0,5
10.05.2015,Coric B.,Lajovic D.,0,2,1,6,4,6,0,0,0,0,0,0,3
01.05.2015,Coric B.,Garcia-Lopez G.,0,2,3,6,6,4,7,7,0,0,0,0,5
30.04.2015,Coric B.,Machado R.,2,1,6,4,5,7,6,1,0,0,0,0,5
22.04.2015,Karlovic I.,Coric B.,2,1,3,6,6,3,6,4,0,0,0,0,5
28.03.2015,Goffin D.,Coric B.,2,0,6,0,6,4,0,0,0,0,0,0,3
15.03.2015,Tomic B.,Coric B.,2,0,6,3,6,4,0,0,0,0,0,0,3
11.03.2015,Coric B.,Fratangelo B.,2,1,6,2,1,6,7,9,6,7,0,0,5
27.02.2015,Coric B.,Federer R.,0,2,2,6,1,6,0,0,0,0,0,0,3
26.02.2015,Coric B.,Murray A.,2,0,6,1,6,3,0,0,0,0,0,0,3
25.02.2015,Baghdatis M.,Coric B.,1,1,4,6,6,3,6,4,6,4,0,0,5
22.02.2015,Coric B.,Martin F.,1,2,3,6,7,7,6,5,6,5,7,7,5
19.02.2015,Simon G.,Coric B.,2,1,6,2,3,6,6,3,0,0,0,0,5
07.01.2015,Wawrinka S.,Coric B.,2,0,6,1,6,4,0,0,0,0,0,0,3
07.11.2014,Coric B.,Ilhan M.,0,2,5,7,1,6,0,0,0,0,0,0,3
05.11.2014,Coric B.,Michon A.,2,0,6,3,6,4,0,0,0,0,0,0,3
25.10.2014,Goffin D.,Coric B.,2,1,6,4,3,6,6,3,0,0,0,0,5
23.10.2014,Coric B.,Golubev A.,2,0,6,4,6,4,0,0,0,0,0,0,3
10.10.2014,Coric B.,Lacko L.,0,2,5,7,6,3,7,7,0,0,0,0,5
09.10.2014,Lajovic D.,Coric B.,0,2,6,5,7,7,5,7,0,0,0,0,5
08.10.2014,Coric B.,Kudryavtsev A.,2,1,4,6,6,4,6,3,0,0,0,0,5
21.09.2014,Jaziri M.,Coric B.,1,2,1,6,7,9,6,7,4,6,0,0,5
20.09.2014,Coric B.,Ilhan M.,2,1,6,2,3,6,6,2,0,0,0,0,5
19.09.2014,Coric B.,Gerasimov E.,2,0,6,2,6,4,0,0,0,0,0,0,3
18.09.2014,Shyla Y.,Coric B.,0,2,0,6,1,6,0,0,0,0,0,0,3
28.08.2014,Coric B.,Estrella V.,1,3,6,2,7,7,6,4,4,6,2,6,5
22.08.2014,Wang J.,Coric B.,0,2,6,4,7,7,1,6,0,0,0,0,5
21.08.2014,Kozlov S.,Coric B.,1,2,6,2,2,6,2,6,0,0,0,0,5
25.07.2014,Fognini F.,Coric B.,2,1,5,7,7,7,6,4,6,3,0,0,5
24.07.2014,Zeballos H.,Coric B.,0,2,6,4,7,7,3,6,0,0,0,0,5
11.07.2014,Coric B.,Dzumhur D.,0,2,2,6,5,7,0,0,0,0,0,0,3
10.07.2014,Carballes Baena R.,Coric B.,1,2,6,5,7,7,6,4,3,6,0,0,5
14.05.2014,Coric B.,Melzer G.,0,2,6,6,7,8,4,6,0,0,0,0,5
03.05.2014,Bolt A.,Coric B.,2,0,6,4,7,7,6,4,0,0,0,0,5
01.05.2014,Coric B.,Reid M.,2,0,6,3,6,4,0,0,0,0,0,0,3
30.04.2014,Zhang Z.,Coric B.,0,1,0,6,0,2,0,0,0,0,0,0,3
16.11.2013,Herbert P.H.,Coric B.,2,1,2,6,6,3,7,9,6,7,0,0,5
14.11.2013,Coric B.,Kavcic B.,-,-,0,0,0,0,0,0,0,0,0,0,3
13.02.2013,Androic T.,Coric B.,2,0,6,2,6,3,0,0,0,0,0,0,3
03.02.2013,Berrer M.,Coric B.,2,0,6,2,6,2,0,0,0,0,0,0,3
22.02.2012,Bloomfield R.,Coric B.,2,0,6,4,6,4,0,0,0,0,0,0,3
15.02.2012,Coric B.,Androic T.,0,2,2,6,2,6,0,0,0,0,0,0,3
12.04.2023,Cerundolo F.,Berrettini M.,1,2,7,5,6,1,7,7,4,6,0,0,5
18.03.2023,Berrettini M.,Shevchenko A.,1,2,4,6,6,3,3,6,0,0,0,0,5
17.03.2023,Berrettini M.,Vukic A.,2,0,7,5,7,7,6,5,0,0,0,0,5
02.03.2023,Ymer E.,Berrettini M.,0,2,3,6,3,6,0,0,0,0,0,0,3
22.10.2022,McDonald M.,Berrettini M.,1,2,6,3,6,2,7,7,3,6,0,0,5
21.10.2022,Daniel T.,Berrettini M.,0,2,2,6,3,6,0,0,0,0,0,0,3
18.09.2022,Berrettini M.,Ymer E.,2,0,6,4,6,4,0,0,0,0,0,0,3
16.09.2022,Berrettini M.,Baez S.,2,0,6,2,6,3,0,0,0,0,0,0,3
04.09.2022,Davidovich Fokina A.,Berrettini M.,2,3,6,3,6,2,7,7,3,6,6,4,5
02.09.2022,Murray A.,Berrettini M.,1,3,4,6,4,6,7,7,6,1,3,6,5
31.08.2022,Grenier H.,Berrettini M.,1,3,6,2,1,6,6,4,7,7,6,7,5
23.07.2022,Thiem D.,Berrettini M.,0,2,1,6,4,6,0,0,0,0,0,0,3
22.07.2022,Martinez P.,Berrettini M.,1,2,6,3,6,5,7,7,1,6,0,0,5
19.06.2022,Krajinovic F.,Berrettini M.,0,2,5,7,4,6,0,0,0,0,0,0,3
18.06.2022,Van De Zandschulp B.,Berrettini M.,0,2,4,6,3,6,0,0,0,0,0,0,3
16.06.2022,Kudla D.,Berrettini M.,1,2,6,3,6,5,7,7,4,6,0,0,5
12.06.2022,Murray A.,Berrettini M.,1,2,4,6,7,5,3,6,0,0,0,0,5
11.06.2022,Otte O.,Berrettini M.,0,2,6,7,7,9,6,5,7,7,0,0,5
10.06.2022,Sonego L.,Berrettini M.,1,2,6,3,3,6,4,6,0,0,0,0,5
16.03.2022,Berrettini M.,Kecmanovic M.,1,2,3,6,7,7,6,5,4,6,0,0,5
15.03.2022,Berrettini M.,Harris L.,2,0,6,4,7,5,0,0,0,0,0,0,3
25.01.2022,Monfils G.,Berrettini M.,2,3,4,6,4,6,6,3,6,3,2,6,5
19.01.2022,Kozlov S.,Berrettini M.,1,3,1,6,6,4,4,6,1,6,0,0,5
04.01.2022,Berrettini M.,Humbert U.,2,0,6,4,7,8,6,6,0,0,0,0,5
27.10.2021,Basilashvili N.,Berrettini M.,1,2,7,7,6,5,2,6,3,6,0,0,5
06.09.2021,Otte O.,Berrettini M.,1,3,4,6,6,3,3,6,2,6,0,0,5
04.09.2021,Ivashka I.,Berrettini M.,2,3,7,7,6,5,2,6,4,6,6,2,5
02.09.2021,Moutet C.,Berrettini M.,1,3,6,2,7,7,6,4,4,6,3,6,5
05.07.2021,Berrettini M.,Ivashka I.,3,0,6,4,6,3,6,1,0,0,0,0,5
03.07.2021,Berrettini M.,Bedene A.,3,0,6,4,6,4,6,4,0,0,0,0,5
01.07.2021,Berrettini M.,Van De Zandschulp B.,3,0,6,3,6,4,7,7,6,4,0,0,5
18.06.2021,Berrettini M.,Evans D.,2,0,7,7,6,5,6,3,0,0,0,0,5
17.06.2021,Berrettini M.,Murray A.,2,0,6,3,6,3,0,0,0,0,0,0,3
07.06.2021,Berrettini M.,Federer R.,-,-,0,0,0,0,0,0,0,0,0,0,3
05.06.2021,Berrettini M.,Kwon S.,3,0,7,8,6,6,6,3,6,4,0,0,5
03.06.2021,Berrettini M.,Coria F.,3,0,6,3,6,3,6,2,0,0,0,0,5
12.05.2021,Berrettini M.,Millman J.,2,0,6,4,6,2,0,0,0,0,0,0,3
07.05.2021,Berrettini M.,Garin C.,2,1,5,7,6,3,6,0,0,0,0,0,5
06.05.2021,Berrettini M.,Delbonis F.,2,0,7,7,6,4,6,4,0,0,0,0,5
25.04.2021,Karatsev A.,Berrettini M.,1,2,1,6,6,3,6,0,7,7,0,0,5
24.04.2021,Daniel T.,Berrettini M.,1,2,1,6,7,7,6,5,0,6,0,0,5
23.04.2021,Krajinovic F.,Berrettini M.,0,2,4,6,4,6,0,0,0,0,0,0,3
11.02.2021,Machac T.,Berrettini M.,1,3,3,6,2,6,6,4,3,6,0,0,5
03.02.2021,Berrettini M.,Monfils G.,2,0,6,4,6,2,0,0,0,0,0,0,3
11.01.2021,Berrettini M.,Bublik A.,0,2,6,6,7,8,4,6,0,0,0,0,5
10.01.2021,Berrettini M.,Kuzmanov D.,2,0,6,2,6,3,0,0,0,0,0,0,3
03.10.2020,Altmaier D.,Berrettini M.,3,0,6,2,7,7,6,5,6,4,0,0,5
01.10.2020,Harris L.,Berrettini M.,1,3,4,6,6,4,2,6,3,6,0,0,5
18.09.2020,Berrettini M.,Travaglia S.,2,0,7,7,6,5,7,7,6,1,0,0,5
03.09.2020,Berrettini M.,Humbert U.,3,0,6,4,6,4,7,8,6,6,0,0,5
25.08.2020,Berrettini M.,Opelka R.,0,2,3,6,6,4,7,7,0,0,0,0,5
15.07.2020,Thiem D.,Berrettini M.,2,1,6,4,7,7,6,4,10,8,0,0,5
11.07.2020,Bautista R.,Berrettini M.,0,2,4,6,2,6,0,0,0,0,0,0,3
08.07.2020,Berrettini M.,Bautista R.,2,0,6,4,6,3,0,0,0,0,0,0,3
05.07.2020,Berrettini M.,Popyrin A.,4,0,14,12,17,9,19,10,14,11,0,0,5
28.06.2020,Berrettini M.,Thiem D.,1,3,14,11,11,17,13,18,12,13,0,0,5
27.06.2020,Gasquet R.,Berrettini M.,0,4,12,13,11,21,11,12,14,16,0,0,5
21.06.2020,Paire B.,Berrettini M.,0,4,11,18,12,14,12,14,14,18,0,0,5
20.06.2020,Lopez F.,Berrettini M.,4,0,14,12,14,8,12,11,16,13,0,0,5
15.06.2020,Goffin D.,Berrettini M.,1,3,12,13,8,20,9,18,12,11,0,0,5
22.01.2020,Berrettini M.,Sandgren T.,2,3,6,7,7,9,4,6,6,4,6,2,5
16.01.2020,Tsitsipas S.,Berrettini M.,2,0,7,7,6,4,7,8,6,6,0,0,5
14.11.2019,Thiem D.,Berrettini M.,0,2,6,3,7,7,3,6,0,0,0,0,5
12.11.2019,Federer R.,Berrettini M.,2,0,7,7,6,2,6,3,0,0,0,0,5
26.10.2019,Thiem D.,Berrettini M.,2,1,3,6,7,5,6,3,0,0,0,0,5
23.10.2019,Berrettini M.,Dimitrov G.,2,0,7,7,6,5,7,7,6,1,0,0,5
11.10.2019,Berrettini M.,Thiem D.,2,0,7,10,6,8,6,4,0,0,0,0,5
10.10.2019,Bautista R.,Berrettini M.,0,2,6,5,7,7,4,6,0,0,0,0,5
09.10.2019,Garin C.,Berrettini M.,0,2,3,6,3,6,0,0,0,0,0,0,3
20.09.2019,Berrettini M.,Gerasimov E.,0,2,6,5,7,7,6,3,7,7,0,0,5
04.09.2019,Berrettini M.,Monfils G.,3,2,3,6,6,3,6,2,3,6,7,7,5
31.08.2019,Berrettini M.,Popyrin A.,3,1,6,4,6,4,6,3,7,7,7,7,5
29.08.2019,Berrettini M.,Thompson J.,3,1,7,5,7,7,6,5,4,6,6,1,5
08.07.2019,Berrettini M.,Federer R.,0,3,1,6,2,6,2,6,0,0,0,0,5
06.07.2019,Berrettini M.,Schwartzman D.,3,2,6,5,7,7,7,7,6,2,4,6,5
04.07.2019,Berrettini M.,Baghdatis M.,3,0,6,1,7,7,6,4,6,3,0,0,5
22.06.2019,Berrettini M.,Goffin D.,0,2,6,4,7,7,3,6,0,0,0,0,5
20.06.2019,Berrettini M.,Seppi A.,2,1,4,6,6,3,6,2,0,0,0,0,5
15.06.2019,Struff J-L.,Berrettini M.,0,2,4,6,5,7,0,0,0,0,0,0,3
14.06.2019,Kudla D.,Berrettini M.,0,2,3,6,3,6,0,0,0,0,0,0,3
13.06.2019,Berrettini M.,Khachanov K.,2,0,6,4,6,2,0,0,0,0,0,0,3
16.05.2019,Berrettini M.,Schwartzman D.,0,2,3,6,4,6,0,0,0,0,0,0,3
14.05.2019,Zverev A.,Berrettini M.,0,2,5,7,5,7,0,0,0,0,0,0,3
05.05.2019,Garin C.,Berrettini M.,2,1,6,1,3,6,7,7,6,1,0,0,5
05.05.2019,Bautista R.,Berrettini M.,0,2,4,6,2,6,0,0,0,0,0,0,3
03.05.2019,Berrettini M.,Kohlschreiber P.,2,1,4,6,7,5,6,4,0,0,0,0,5
02.05.2019,Kudla D.,Berrettini M.,0,2,5,7,3,6,0,0,0,0,0,0,3
28.04.2019,Berrettini M.,Krajinovic F.,2,1,4,6,6,3,6,1,0,0,0,0,5
27.04.2019,Berrettini M.,Djere L.,2,0,6,4,6,2,0,0,0,0,0,0,3
26.04.2019,Cuevas P.,Berrettini M.,1,2,3,6,6,1,3,6,0,0,0,0,5
25.04.2019,Bedene A.,Berrettini M.,0,2,6,8,7,10,2,6,0,0,0,0,5
17.03.2019,Kukushkin M.,Berrettini M.,1,2,6,3,6,6,7,8,6,2,7,7,5
16.03.2019,Andreozzi G.,Berrettini M.,0,2,6,3,7,7,1,6,0,0,0,0,5
16.03.2019,Berrettini M.,Sonego L.,2,0,6,4,6,4,0,0,0,0,0,0,3
14.03.2019,Berrettini M.,Gojowczyk P.,2,0,6,3,7,5,0,0,0,0,0,0,3
09.02.2019,Berrettini M.,Fucsovics M.,1,2,7,5,5,7,3,6,0,0,0,0,5
08.02.2019,Berrettini M.,Verdasco F.,2,1,4,6,7,5,6,4,0,0,0,0,5
06.02.2019,Khachanov K.,Berrettini M.,1,2,7,8,6,6,3,6,4,6,0,0,5
09.01.2019,Mayer L.,Berrettini M.,2,1,5,7,7,7,6,5,6,3,0,0,5
07.10.2018,Berrettini M.,Kukushkin M.,0,2,5,7,4,6,0,0,0,0,0,0,3
03.10.2018,Edmund K.,Berrettini M.,2,1,7,5,6,2,7,7,7,5,0,0,5
30.09.2018,Berrettini M.,Vesely J.,2,0,6,3,6,2,0,0,0,0,0,0,3
27.09.2018,Berrettini M.,Ebden M.,1,2,3,6,6,3,6,3,7,7,0,0,5
20.09.2018,Shapovalov D.,Berrettini M.,2,1,7,8,6,6,4,6,6,0,0,0,5
22.08.2018,Chung H.,Berrettini M.,2,1,6,3,3,6,6,3,0,0,0,0,5
21.08.2018,Berrettini M.,Basilashvili N.,2,0,7,5,6,3,0,0,0,0,0,0,3
02.08.2018,Berrettini M.,Jarry N.,0,2,5,7,3,6,0,0,0,0,0,0,3
01.08.2018,Berrettini M.,Albot R.,2,1,6,3,6,3,7,7,6,1,0,0,5
29.07.2018,Berrettini M.,Bautista R.,2,0,7,11,6,9,6,4,0,0,0,0,5
28.07.2018,Zopp J.,Berrettini M.,0,2,4,6,6,6,7,8,0,0,0,0,5
27.07.2018,Berrettini M.,Lopez F.,2,0,6,4,6,3,0,0,0,0,0,0,3
25.07.2018,Rublev A.,Berrettini M.,0,2,3,6,3,6,0,0,0,0,0,0,3
18.07.2018,Laaksonen H.,Berrettini M.,2,0,6,2,6,2,0,0,0,0,0,0,3
05.07.2018,Berrettini M.,Simon G.,0,3,3,6,6,4,7,7,2,6,0,0,5
24.06.2018,Berrettini M.,Gomez-Herrera C.,2,0,6,2,7,7,6,3,0,0,0,0,5
17.06.2018,Berrettini M.,Youzhny M.,0,2,3,6,6,7,7,9,0,0,0,0,5
01.06.2018,Thiem D.,Berrettini M.,3,1,6,3,6,5,7,7,6,3,6,2,5
30.05.2018,Berrettini M.,Gulbis E.,3,1,6,2,3,6,6,4,6,3,0,0,5
16.05.2018,Berrettini M.,Zverev A.,0,2,5,7,2,6,0,0,0,0,0,0,3
25.04.2018,Berrettini M.,Bedene A.,1,2,6,2,7,7,6,4,4,6,0,0,5
22.04.2018,Berrettini M.,Ymer E.,2,0,6,4,7,5,0,0,0,0,0,0,3
18.03.2018,Berrettini M.,Kukushkin M.,1,2,2,6,6,3,1,6,0,0,0,0,5
17.03.2018,Berrettini M.,Fucsovics M.,2,0,6,3,6,4,0,0,0,0,0,0,3
16.03.2018,Berrettini M.,Basic M.,2,1,6,4,6,5,7,7,6,1,0,0,5
15.03.2018,Berrettini M.,Smyczek T.,2,1,3,6,6,1,6,4,0,0,0,0,5
07.03.2018,Berrettini M.,Polansky P.,1,2,3,6,6,1,3,6,0,0,0,0,5
25.02.2018,Berrettini M.,Napolitano S.,2,1,6,2,3,6,6,2,0,0,0,0,5
24.02.2018,Berrettini M.,Zopp J.,2,1,6,3,6,5,7,7,6,1,0,0,5
23.02.2018,Berrettini M.,Caruso S.,2,0,7,9,6,7,7,5,0,0,0,0,5
22.02.2018,Berrettini M.,Lestienne C.,2,1,6,4,6,4,7,7,7,5,0,0,5
17.02.2018,Berrettini M.,Marterer M.,0,2,4,6,6,7,7,9,0,0,0,0,5
16.02.2018,De Schepper K.,Berrettini M.,0,2,4,6,5,7,0,0,0,0,0,0,3
14.02.2018,Pavlasek A.,Berrettini M.,0,2,3,6,6,3,7,7,0,0,0,0,5
14.01.2018,Kudla D.,Berrettini M.,2,1,4,6,6,3,7,5,0,0,0,0,5
03.01.2018,Berrettini M.,Gojowczyk P.,0,2,2,6,2,6,0,0,0,0,0,0,3
31.12.2017,Marterer M.,Berrettini M.,0,2,5,7,6,4,7,7,0,0,0,0,5
26.10.2017,Berrettini M.,Humbert U.,0,2,3,6,0,6,0,0,0,0,0,0,3
11.10.2017,Safranek V.,Berrettini M.,2,0,6,4,7,7,6,3,0,0,0,0,5
22.09.2017,Robert S.,Berrettini M.,2,0,6,3,7,5,0,0,0,0,0,0,3
20.09.2017,Ilkel C.,Berrettini M.,0,2,6,5,7,7,3,6,0,0,0,0,5
17.09.2017,Jaziri M.,Berrettini M.,2,1,7,7,6,4,0,6,7,5,0,0,5
16.09.2017,Berrettini M.,Bublik A.,2,0,7,5,6,3,0,0,0,0,0,0,3
15.09.2017,Berrettini M.,Donskoy E.,2,0,6,2,6,4,0,0,0,0,0,0,3
14.09.2017,Berrettini M.,Kern R.,2,0,6,4,6,4,0,0,0,0,0,0,3
12.08.2017,Berrettini M.,Stakhovsky S.,1,2,7,7,6,4,6,6,7,8,3,6,5
11.08.2017,Setkic A.,Berrettini M.,0,2,2,6,4,6,0,0,0,0,0,0,3
10.08.2017,Ivashka I.,Berrettini M.,0,2,4,6,4,6,0,0,0,0,0,0,3
09.08.2017,Berrettini M.,Menendez A.,2,0,7,8,6,6,6,1,0,0,0,0,5
04.08.2017,Berrettini M.,Setkic A.,2,1,6,5,7,7,7,7,6,5,6,4,5
02.08.2017,Berrettini M.,Bonzi B.,2,0,6,4,6,4,0,0,0,0,0,0,3
27.07.2017,Berrettini M.,Granollers M.,0,2,4,6,6,3,7,7,0,0,0,0,5
23.07.2017,Berrettini M.,Djere L.,2,0,6,3,6,4,0,0,0,0,0,0,3
22.07.2017,Berrettini M.,Coria F.,2,0,6,2,6,4,0,0,0,0,0,0,3
21.07.2017,Berrettini M.,Sousa P.,2,0,6,2,6,4,0,0,0,0,0,0,3
19.07.2017,Giraldo S.,Berrettini M.,0,1,3,6,0,2,0,0,0,0,0,0,3
02.06.2017,Satral J.,Berrettini M.,2,0,7,7,6,4,6,3,0,0,0,0,5
31.05.2017,Berrettini M.,Marterer M.,2,0,6,3,6,2,0,0,0,0,0,0,3
28.04.2017,Cecchinato M.,Berrettini M.,2,1,6,4,7,7,7,7,6,3,6,3,5
27.04.2017,Berrettini M.,Lestienne C.,2,0,6,3,6,3,0,0,0,0,0,0,3
25.03.2017,Fabbiano T.,Berrettini M.,2,0,7,7,6,5,7,9,6,7,0,0,5
24.03.2017,Marterer M.,Berrettini M.,1,2,4,6,6,3,3,6,0,0,0,0,5
23.03.2017,Berrettini M.,Lee D. H.,2,1,6,4,6,6,7,8,6,1,0,0,5
23.03.2017,Berrettini M.,Sousa P.,2,1,6,4,6,2,7,7,6,2,0,0,5
24.02.2017,Berrettini M.,Golubev A.,1,2,6,3,6,4,7,7,3,6,0,0,5
23.02.2017,Langer N.,Berrettini M.,0,2,4,6,5,7,0,0,0,0,0,0,3
27.11.2016,Vanni L.,Berrettini M.,2,1,5,7,6,0,6,3,0,0,0,0,5
26.11.2016,Gerasimov E.,Berrettini M.,0,2,6,7,7,9,3,6,0,0,0,0,5
25.11.2016,Robredo T.,Berrettini M.,0,2,4,6,6,3,7,7,0,0,0,0,5
23.11.2016,Berrettini M.,Chiudinelli M.,2,1,7,7,6,4,6,4,7,7,7,8,5
17.11.2016,Lacko L.,Berrettini M.,2,1,6,4,7,7,7,7,6,2,6,4,5
27.10.2016,Berrettini M.,Netuschil M.,1,2,3,6,6,4,2,6,0,0,0,0,5
26.10.2016,Berrettini M.,Haliak M.,2,0,6,3,6,3,0,0,0,0,0,0,3
22.10.2016,Berrettini M.,Netuschil M.,0,2,4,6,2,6,0,0,0,0,0,0,3
20.10.2016,Berrettini M.,Bensoussan S.,2,0,6,2,6,3,0,0,0,0,0,0,3
19.10.2016,Moroni M.,Berrettini M.,0,2,3,6,5,7,0,0,0,0,0,0,3
14.10.2016,Travaglia S.,Berrettini M.,2,0,6,3,7,7,6,4,0,0,0,0,5
13.10.2016,Luncanu P-A.,Berrettini M.,0,2,0,6,4,6,0,0,0,0,0,0,3
12.10.2016,Berrettini M.,Giacalone O.,2,0,7,5,6,2,0,0,0,0,0,0,3
11.09.2016,Travaglia S.,Berrettini M.,-,-,0,0,0,0,0,0,0,0,0,0,3
10.09.2016,Bortolotti M.,Berrettini M.,1,2,7,7,6,5,1,6,6,10,7,12,5
09.09.2016,Berrettini M.,Barrios Vera T.,2,0,6,4,6,3,0,0,0,0,0,0,3
08.09.2016,Frigerio L.,Berrettini M.,0,2,1,6,1,6,0,0,0,0,0,0,3
11.10.2015,Basso A.,Berrettini M.,1,2,6,4,3,6,3,6,0,0,0,0,5
09.10.2015,Trusendi W.,Berrettini M.,-,-,0,0,0,0,0,0,0,0,0,0,3
08.10.2015,Berrettini M.,Crepaldi E.,2,1,4,6,6,3,6,3,0,0,0,0,5
